id,name,country_of_origin,district_of_origin,place_of_origin,year,alcohol_volume,wine_category,taste_group,is_organic,bottled_volume,packaging_closing,container_type,category,sub_category,price,inventory,is_on_sale,is_special_order,is_special_reserve,date_on_market,is_available,is_gift
6708,Carlo Rossi California White,bandaríkin,kalifornía,kalifornía,,9.5,,02LM,f,1500.0,skruf,flaska,white,,2599.0,88,f,f,f,2000-01-01,t,f
6747,Don Melchor Cabernet Sauvignon,chile,valledecen,puente alto,2006,14.5,cabernet sauvignon,01T,f,750.0,korkur,flaska,red,,7999.0,24,f,f,f,2015-06-01,t,f
6751,Alion,spánn,castilla y,ribera del duero,2011,14.5,tempranillo,01T,f,750.0,korkur,flaska,red,,7757.0,6,f,f,f,2009-03-01,t,f
6753,Vega Sicilia Valbuena,spánn,castilla y,ribera del duero,1998,13.5,,,f,750.0,,flaska,red,,17459.0,0,f,t,f,2008-11-01,f,f
6755,Vega Sicilia Unico,spánn,,ribera del duero,1989,14.0,,01T,f,750.0,korkur,flaska,red,,30623.0,2,f,f,f,2009-02-10,t,f
6802,Pasqua Nero d'Avola Shiraz Organic,ítalía,sikiley,terre siciliane,2012,13.0,nero d'avola,01M,t,750.0,skruf,flaska,red,,1980.0,48,f,f,f,2015-06-01,t,f
6824,Vina Maipo Sauvignon Blanc Chardonnay,chile,valledecen,valle central,2014,13.0,sauvignon blanc,02M,f,750.0,skruf,flaska,white,,1449.0,583,f,f,f,2006-01-01,t,f
6825,Vina Maipo Cabernet Sauvignon,chile,valledecen,valle central,2013,11.5,cabernet sauvignon,01L,f,750.0,skruf,flaska,red,,1599.0,211,f,f,f,2005-09-01,t,f
6836,Vina Maipo Chardonnay,chile,valledecen,valle central,2015,13.0,chardonnay,02M,f,750.0,skruf,flaska,white,,1599.0,12,f,f,f,2005-11-01,t,f
6839,Vina Maipo Chardonnay,chile,valledecen,valle central,2013,13.0,chardonnay,02L,f,3000.0,,box,white,,5798.0,136,f,f,f,2005-04-01,t,f
6845,Franziskaner Hefe-Weissbier,þýskaland,,,,5.0,,62HV,f,500.0,crown,flaska,beer,,489.0,60,f,f,f,2013-11-01,t,f
6846,Franziskaner Weissbier Dunkel,þýskaland,,,,5.0,,62HV,f,500.0,crown,flaska,beer,,489.0,240,f,f,f,2015-02-01,t,f
6848,Torres Vina Sol,spánn,catalunya,penedes,2013,11.5,parellada,02L,f,750.0,skruf,flaska,white,,1670.0,88,f,f,f,2005-03-01,t,f
6851,Miguel Torres Santa Digna Cabernet Rose Reserve,chile,valledecen,valle de curico,2012,13.5,cabernet sauvignon,03M,f,750.0,korkur,flaska,rose,,2290.0,11,f,f,f,2008-11-01,t,f
6911,Chateau Bonnet Reserve,frakkland,bordeaux,bordeaux,2010,14.0,cabernet sauvignon,01M,f,750.0,korkur,flaska,red,,2850.0,63,f,f,f,2013-11-01,t,f
6915,Ballantine's Finest,stórabretland,,,,40.0,,,f,500.0,skruf,flaska,strong,whisky,4399.0,917,f,f,f,2000-01-01,t,f
6922,De Kuyper Melon,holland,,,,24.0,,,f,500.0,skruf,flaska,strong,liqueur,2999.0,12,f,f,f,2008-11-01,t,f
6924,Cuvee Rene Dopff Riesling,frakkland,alsace,alsace ac,2013,12.0,riesling,02M,f,750.0,skruf,flaska,white,,2235.0,24,f,f,f,2015-06-01,t,f
6927,La Chablisienne Petit Chablis,frakkland,bourgogne,petit chablis,2013,12.5,chardonnay,02M,f,750.0,plast,flaska,white,,2398.0,297,f,f,f,2000-12-01,t,f
6932,Leffe Blonde,belgía,,,,6.6,,61ÖL,f,330.0,crown,flaska,beer,,469.0,0,f,f,f,2013-10-01,t,f
6933,Föroya Black Sheep,færeyjar,,,,5.8,,60DL,f,330.0,crown,flaska,beer,,342.0,72,f,f,f,2015-06-01,t,f
6934,Green Islands Stout,færeyjar,,,,5.8,,,f,330.0,,flaska,beer,,347.0,0,f,t,f,2009-09-01,f,f
6940,Kopparberg Pear,svíþjóð,,,,4.5,,,f,500.0,,dós,cidersoda,cider,349.0,570,f,f,f,2000-10-01,t,f
6941,Montes Cabernet Sauvignon Reserva,chile,valledecen,colchagua valley,2013,13.5,cabernet sauvignon,01T,f,750.0,korkur,flaska,red,,1999.0,273,f,f,f,2000-10-01,t,f
6952,Carlsberg,ísland,,,,4.5,,60LL,f,330.0,,dós,beer,,249.0,154,f,f,f,2002-11-01,t,f
6969,Masi Bonacosta Valpolicella,ítalía,veneto,valpolicella classico,2013,12.0,corvina,01L,f,750.0,stkork-d,flaska,red,,2235.0,15,f,f,f,2013-11-01,t,f
6970,Riunite Blush Bianco,ítalía,,,,8.0,,03M,f,1500.0,skruf,flaska,rose,,1999.0,32,f,f,f,2001-01-01,t,f
6972,Samuel Adams Boston Lager,bandaríkin,,,,4.7,,60LL,f,355.0,crown,flaska,beer,,439.0,960,f,f,f,2013-02-01,t,f
6975,Giraf Gold,danmörk,,,,5.6,,60LL,f,330.0,,dós,beer,,239.0,552,f,f,f,2015-10-01,t,f
6979,Föroya Veðrur Pilsnar,færeyjar,,,,4.6,,,f,330.0,,flaska,beer,,271.0,0,f,t,f,2011-06-01,f,f
6983,Torres 10 Brandy Gran Reserva,spánn,catalunya,penedes,,38.0,,,f,700.0,,flaska,strong,brandy,6410.0,44,f,f,f,2008-11-01,t,f
6986,Baileys,írland,,,,17.0,,,f,1000.0,skruf,flaska,strong,liqueur,5899.0,161,f,f,f,2001-02-01,t,f
6987,Sunrise Chardonnay,chile,,valle central,2014,13.0,chardonnay,02M,f,750.0,skruf,flaska,white,,1650.0,159,f,f,f,2001-01-01,t,f
6997,Casillero del Diablo Cabernet Sauvignon,chile,valledecen,valle central,2013,12.5,cabernet sauvignon,01M,f,750.0,skruf,flaska,red,,1899.0,575,f,f,f,2002-09-01,t,f
7001,Sunrise Merlot,chile,,valle central,2013,13.0,merlot,01M,f,750.0,skruf,flaska,red,,1650.0,146,f,f,f,2002-09-01,t,f
7009,Joseph Cartron Creme de Peche de Vigne,frakkland,,,,18.0,,,f,500.0,skruf,flaska,strong,liqueur,3499.0,3,f,f,f,2011-01-01,t,f
7030,Gonzalez Byass Tio Pepe Fino,spánn,,jerez,,15.0,palomino,,f,375.0,tkorkur,flaska,fortified,port,1798.0,0,f,f,f,2015-11-01,t,f
7031,Trivento Tribu Chardonnay,argentína,mendoza,mendoza,2014,13.0,chardonnay,02L,f,750.0,skruf,flaska,white,,1599.0,184,f,f,f,2001-06-01,t,f
7033,Trivento Reserve Cabernet Malbec,argentína,,mendoza,2013,14.0,cabernet sauvignon,01M,f,750.0,korkur,flaska,red,,1899.0,138,f,f,f,2001-06-01,t,f
7034,Trivento Chardonnay Reserve,argentína,mendoza,mendoza,2013,13.0,chardonnay,02M,f,750.0,korkur,flaska,white,,1798.0,83,f,f,f,2014-10-01,t,f
7036,Trivento Tribu Syrah,argentína,mendoza,mendoza,2012,13.5,syrah,01L,f,750.0,skruf,flaska,red,,1699.0,89,f,f,f,2008-08-01,t,f
7037,Trivento Tribu Viognier,argentína,mendoza,mendoza,2013,12.5,viognier,02L,f,750.0,skruf,flaska,white,,1699.0,48,f,f,f,2012-10-01,t,f
7039,Willm Pinot Gris Reserve,frakkland,alsace,alsace ac,2014,12.5,pinot gris,02M,f,750.0,skruf,flaska,white,,2699.0,50,f,f,f,2013-11-01,t,f
7040,Willm Riesling Reserve,frakkland,alsace,alsace ac,2013,12.0,riesling,02L,f,750.0,skruf,flaska,white,,2699.0,24,f,f,f,2013-01-01,t,f
7115,Masi Costasera Amarone,ítalía,veneto,valpolicella classico,2010,15.0,corvina,01T,f,750.0,korkur,flaska,red,,6399.0,6,f,f,f,2013-09-01,t,f
7117,Rosemount Cabernet Merlot,ástralía,,south eastern australia,2012,13.5,cabernet sauvignon,01L,f,750.0,skruf,flaska,red,,2165.0,18,f,f,f,2013-11-01,t,f
7118,Rosemount GTR,ástralía,,south eastern australia,2015,10.0,gewurztraminer,02LM,f,750.0,skruf,flaska,white,,1840.0,480,f,f,f,2002-09-01,t,f
7154,Pasqua Cabernet Merlot Organic,ítalía,,venezie,,12.5,cabernet sauvignon,01L,t,3000.0,,box,red,,6460.0,0,f,f,f,2016-02-01,t,f
7155,Pasqua Chardonnay Organic,ítalía,,venezie,2014,12.5,chardonnay,02L,t,3000.0,,box,white,,5995.0,160,f,f,f,2015-02-01,t,f
7197,Faxe Premium,danmörk,,,,5.0,,60LL,f,1000.0,,dós,beer,,699.0,204,f,f,f,2015-10-01,t,f
7216,De Kuyper Butterscotch,holland,,,,15.0,,,f,500.0,skruf,flaska,strong,liqueur,2398.0,11,f,f,f,2016-01-01,t,f
7237,Mosen Cleto Crianza,spánn,aragon,campo de borja,2011,12.5,garnacha,01M,f,750.0,stkork-d,flaska,red,,1990.0,0,f,f,f,2016-03-01,t,f
7250,Faxe Royal,danmörk,,,,5.6,,60LL,f,500.0,,dós,beer,,359.0,10056,f,f,f,2003-11-01,t,f
7251,Vina Maipo Cabernet Merlot,chile,valledecen,valle central,2013,12.0,cabernet sauvignon,01L,f,750.0,skruf,flaska,red,,1399.0,477,f,f,f,2005-09-01,t,f
7256,Jagermeister,þýskaland,,,,35.0,,,f,1000.0,skruf,flaska,strong,bitterspice,8459.0,171,f,f,f,2008-09-01,t,f
7259,Vina Maipo Cabernet Sauvignon,chile,valledecen,valle central,2013,11.5,cabernet sauvignon,01L,f,3000.0,vitop,box,red,,5199.0,31,f,f,f,2005-03-01,t,f
7260,Gordon's,stórabretland,,,,37.5,,,f,1000.0,skruf,flaska,strong,gin,7799.0,336,f,f,f,2001-06-01,t,f
7261,Johnnie Walker Red Label,stórabretland,,,,40.0,,,f,500.0,skruf,flaska,strong,whisky,4370.0,96,f,f,f,2001-06-01,t,f
7275,Chateau Latour,frakkland,bordeaux,pauillac,2004,13.0,,01T,f,750.0,korkur,flaska,red,,119709.0,0,f,f,f,2010-11-01,t,f
7284,Chateau Pibran,frakkland,bordeaux,pauillac,2008,13.0,cabernet sauvignon,01T,f,750.0,korkur,flaska,red,,6599.0,12,f,f,f,2008-11-01,t,f
7310,Pasqua Merlot le Collezioni,ítalía,,venezie,2013,12.0,merlot,01M,f,750.0,skruf,flaska,red,,1655.0,72,f,f,f,2009-11-01,t,f
7315,Marchese Antinori Chianti Classico Riserva,ítalía,toskana,chianti classico,2012,13.5,sangiovese,01T,f,750.0,korkur,flaska,red,,4299.0,30,f,f,f,2006-09-01,t,f
7318,Prunotto Barbera d'Alba,ítalía,piemonte,alba,2014,13.0,barbera,01M,f,750.0,korkur,flaska,red,,2599.0,12,f,f,f,2015-12-01,t,f
7321,Pata Negra Gran Reserva,spánn,castilla l,valdepenas,2005,13.0,tempranillo,01M,f,750.0,korkur,flaska,red,,1999.0,0,f,f,f,2016-02-01,t,f
7328,Ramon Bilbao Crianza,spánn,,rioja,2012,13.5,tempranillo,01M,f,750.0,korkur,flaska,red,,1990.0,24,f,f,f,2015-12-01,t,f
7330,Campillo Reserva,spánn,,rioja,2007,13.5,tempranillo,01M,f,750.0,korkur,flaska,red,,2999.0,0,f,f,f,2015-12-01,t,f
7360,Peter Lehmann Portrait Shiraz,ástralía,barossa,barossa valley,2012,14.5,shiraz,01M,f,750.0,skruf,flaska,red,,2599.0,196,f,f,f,2002-09-01,t,f
7387,Pascal Jolivet Sancerre,frakkland,loire,sancerre,2014,12.5,sauvignon blanc,02M,f,750.0,korkur,flaska,white,,3498.0,36,f,f,f,2012-11-01,t,f
7390,Pasqua Pinot Grigio le Collezioni,ítalía,,venezie,2014,12.0,pinot grigio,02L,f,750.0,skruf,flaska,white,,1770.0,66,f,f,f,2015-07-01,t,f
7406,Peter Lehmann Art'n'Soul Semillon,ástralía,,south australia,2012,11.5,semillon,02L,f,750.0,skruf,flaska,white,,1899.0,12,f,f,f,2012-06-01,t,f
7487,Moselland Riesling Kabinett,þýskaland,mosel,mosel,2012,7.5,riesling,02LM,f,3000.0,,box,white,,4299.0,348,f,f,f,2004-10-01,t,f
7507,Chateau Margaux,frakkland,bordeaux,margaux,2004,13.0,,,f,750.0,korkur,flaska,red,,98765.0,0,f,f,f,2010-11-01,t,f
7517,Vina Pedrosa Crianza,spánn,castilla y,ribera del duero,2010,13.5,tempranillo,01T,f,750.0,korkur,flaska,red,,3525.0,18,f,f,f,2015-09-01,t,f
7519,Vina Pedrosa Reserva,spánn,castilla y,ribera del duero,2009,14.0,tempranillo,01T,f,750.0,korkur,flaska,red,,5678.0,6,f,f,f,2015-11-01,t,f
7538,Meukow VSOP,frakkland,cognac,cognac,,40.0,,,f,500.0,skruf,peli,strong,brandy,5890.0,24,f,f,f,2016-02-01,t,f
7591,Villa Wolf Riesling,þýskaland,pfalz,pfalz,2014,11.0,riesling,02LM,f,750.0,skruf,flaska,white,,1999.0,24,f,f,f,2015-07-01,t,f
7593,Freixenet Cordon Rosado Brut,spánn,catalunya,cava,,12.0,,04,f,750.0,f-korkur,flaska,bubbly,,2089.0,30,f,f,f,2013-02-01,t,f
7594,Bacardi Superior Carta Blanca,bandaríkin,,,,37.5,,,f,500.0,skruf,flaska,strong,rum,4150.0,143,f,f,f,2010-03-01,t,f
7606,Vina Maipo Merlot,chile,valledecen,valle central,2013,12.0,merlot,01L,f,750.0,skruf,flaska,red,,1599.0,13,f,f,f,2005-10-01,t,f
7610,Becherovka,tékkland,,,,38.0,,,f,500.0,,flaska,strong,bitterspice,4837.0,26,f,f,f,2008-11-01,t,f
7624,Campo Viejo Gran Reserva,spánn,,rioja,2009,13.5,tempranillo,01M,f,750.0,korkur,flaska,red,,2899.0,111,f,f,f,2004-04-01,t,f
7644,Camus VSOP Elegance,frakkland,,,,40.0,,,f,500.0,skruf,flaska,strong,brandy,5899.0,135,f,f,f,2001-11-01,t,f
7646,Chateau d'Issan,frakkland,bordeaux,margaux,2006,13.0,,,f,750.0,,flaska,red,,15745.0,0,f,f,f,2010-08-01,t,f
7667,Planeta La Segreta rautt,ítalía,sikiley,sicilia,2014,13.0,nero d'avola,01M,f,750.0,stkork-d,flaska,red,,2499.0,36,f,f,f,2016-02-01,t,f
7709,Budweiser Budvar,tékkland,,,,5.0,,60LL,f,500.0,,dós,beer,,368.0,4440,f,f,f,2001-12-01,t,f
7711,Desperados,holland,,,,5.9,,,f,330.0,crown,flaska,beer,,380.0,576,f,f,f,2015-06-01,t,f
7731,Beronia Crianza,spánn,,rioja,2012,13.5,tempranillo,01M,f,750.0,skruf,flaska,red,,2299.0,300,f,f,f,2003-09-01,t,f
7732,Föroya Páskabryggj,færeyjar,,,,5.8,,60DL,f,330.0,crown,flaska,beer,,359.0,377,t,f,f,2016-02-09,t,f
7737,Guelbenzu Evo,spánn,navarra,ribera del queiles,2007,14.5,cabernet sauvignon,01T,f,750.0,korkur,flaska,red,,2965.0,24,f,f,f,2009-11-01,t,f
7738,Pesquera Reserva,spánn,castilla y,ribera del duero,2008,14.0,tempranillo,01M,f,750.0,korkur,flaska,red,,4660.0,6,f,f,f,2012-09-01,t,f
7739,Pesquera Crianza,spánn,castilla y,ribera del duero,2012,13.5,tempranillo,01T,f,750.0,korkur,flaska,red,,3581.0,12,f,f,f,2009-06-01,t,f
7747,Guelbenzu Azul,spánn,navarra,ribera del queiles,2011,14.5,tempranillo,01T,f,750.0,korkur,flaska,red,,2489.0,36,f,f,f,2012-02-01,t,f
7753,Dooley's Toffee,þýskaland,,,,17.0,,,f,700.0,skruf,flaska,strong,liqueur,3999.0,12,f,f,f,2015-06-01,t,f
7758,Broker's London Dry Gin,stórabretland,,,,40.0,,,f,700.0,skruf,flaska,strong,gin,5899.0,12,f,f,f,2016-02-01,t,f
7762,Drostdy-Hof Shiraz Merlot Cape Red,suðurafríka,,western cape,2013,13.5,shiraz,01L,f,187.0,skruf,flaska,red,,499.0,912,f,f,f,2011-05-01,t,f
7763,Drostdy-Hof Steen Chenin Blanc,suðurafríka,,western cape,2014,12.5,chenin blanc,02L,f,187.0,skruf,flaska,white,,449.0,306,f,f,f,2011-04-01,t,f
7768,Paul Jaboulet Les Jalets Crozes Hermitage,frakkland,rhone,crozes-hermitage,2011,13.0,syrah,01M,f,750.0,korkur,flaska,red,,2999.0,6,f,f,f,2014-04-01,t,f
7769,Peter Lehmann Cabernet Sauvignon,ástralía,s-australi,barossa valley,2012,14.5,cabernet sauvignon,01T,f,750.0,skruf,flaska,red,,2599.0,74,f,f,f,2002-08-01,t,f
7836,Moselland Ars Vitis Riesling,þýskaland,mosel,mosel,2014,8.5,riesling,02LM,f,750.0,skruf,flaska,white,,1649.0,78,f,f,f,2003-11-01,t,f
7876,Carlo Rossi California Red,bandaríkin,kalifornía,kalifornía,,11.5,,01LM,f,1500.0,skruf,flaska,red,,2699.0,361,f,f,f,2002-04-01,t,f
7879,Grand Marnier Louis Alexandre,frakkland,,,,40.0,,,f,700.0,tkorkur,flaska,strong,liqueur,10499.0,15,f,f,f,2016-02-01,t,f
7880,J. Lohr Riverstone Chardonnay,bandaríkin,centralcoa,arroyo seco,2011,13.5,chardonnay,02T,f,750.0,korkur,flaska,white,,3990.0,36,f,f,f,2013-11-01,t,f
7882,Sierra Tequila Gold,mexíkó,,,,38.0,,,f,700.0,skruf,flaska,strong,tequila,6299.0,77,f,f,f,2006-12-01,t,f
7883,Chimay Triple hvítur,belgía,,,,8.0,,61ÖL,f,330.0,crown,flaska,beer,,989.0,72,f,f,f,2010-10-01,t,f
7894,LAN Reserva,spánn,,rioja,2007,13.5,tempranillo,01M,f,750.0,korkur,flaska,red,,2597.0,18,f,f,f,2013-02-01,t,f
7898,Faxe Premium,danmörk,,,,4.6,,60LL,f,500.0,,dós,beer,,275.0,0,f,f,f,2001-01-01,t,f
7939,Carlo Rossi California Red,bandaríkin,kalifornía,kalifornía,,11.5,,01LM,f,750.0,plast,flaska,red,,1599.0,0,f,f,f,2002-09-01,t,f
7945,Peter Lehmann Weighbridge Shiraz,ástralía,,south australia,2011,14.5,shiraz,01M,f,750.0,skruf,flaska,red,,2098.0,0,f,f,f,2015-04-01,t,f
7946,Villa Maria Riesling Private Bin,nýjasjáland,,marlborough,2014,12.0,riesling,02M,f,750.0,skruf,flaska,white,,2650.0,10,f,f,f,2012-07-01,t,f
7948,Villa Maria Sauvignon Blanc Private Bin,nýjasjáland,,marlborough,2014,13.0,sauvignon blanc,02M,t,750.0,skruf,flaska,white,,2950.0,48,f,f,f,2013-06-01,t,f
7953,Faxe 10%,danmörk,,,,10.0,,60LL,f,500.0,,dós,beer,,719.0,240,f,f,f,2003-03-01,t,f
7960,Víking Lite,ísland,,,,4.4,,60LL,f,500.0,,dós,beer,,315.0,21190,f,f,f,2002-04-01,t,f
7970,Condado de Haza Crianza,spánn,castilla y,ribera del duero,2010,14.5,tempranillo,01T,f,750.0,korkur,flaska,red,,3500.0,30,f,f,f,2012-02-01,t,f
7974,J.P. Chenet Cabernet Syrah,frakkland,languedoc-,pays d'oc,2013,12.5,cabernet sauvignon,01L,f,750.0,skruf,flaska,red,,1799.0,407,f,f,f,2003-08-01,t,f
7976,J.P. Chenet Medium Sweet,frakkland,languedoc-,cotes de thau,2014,11.0,,02LM,f,750.0,skruf,flaska,white,,1699.0,657,f,f,f,2009-04-01,t,f
7992,Trapiche Oak Cask Malbec,argentína,mendoza,mendoza,2013,14.0,malbec,01M,f,750.0,korkur,flaska,red,,2099.0,534,f,f,f,2013-05-01,t,f
7994,Masi Modello delle Venezie hvítt,ítalía,,venezie,2015,12.0,,02L,f,750.0,skruf,flaska,white,,1785.0,96,f,f,f,2010-03-01,t,f
7995,Masi Modello rautt,ítalía,,venezie,2015,12.0,raboso,01M,f,750.0,skruf,flaska,red,,1789.0,193,f,f,f,2010-03-01,t,f
8013,Banfi Centine rautt,ítalía,toskana,toscana,2013,13.0,cabernet sauvignon,01M,f,750.0,stkork,flaska,red,,2398.0,42,f,f,f,2012-10-01,t,f
8014,Faxe Premium,danmörk,,,,4.6,,60LL,f,330.0,,dós,beer,,199.0,4656,f,f,f,2002-07-01,t,f
8023,J. Lohr Seven Oaks Cabernet Sauvignon,bandaríkin,centralcoa,paso robles,2011,13.5,cabernet sauvignon,01M,f,750.0,korkur,flaska,red,,3990.0,0,f,f,f,2013-11-01,t,f
8026,De Kuyper Creme de Cacao hvítur,holland,,,,24.0,,,f,500.0,skruf,flaska,strong,liqueur,2999.0,17,f,f,f,2008-11-01,t,f
8036,Stella Artois,belgía,,,,5.0,,60LL,f,660.0,crown,flaska,beer,,619.0,456,f,f,f,2014-10-01,t,f
8111,Montecillo Reserva,spánn,,rioja,2010,13.5,tempranillo,01M,f,750.0,korkur,flaska,red,,2599.0,132,f,f,f,2002-10-01,t,f
8114,Duvel,belgía,,,,8.5,,61ÖL,f,330.0,crown,flaska,beer,,739.0,144,f,f,f,2014-02-01,t,f
8116,Kronenbourg 1664,frakkland,,,,5.0,,60LL,f,330.0,crown,flaska,beer,,334.0,0,f,f,f,2014-10-01,t,f
8117,Egils Gull,ísland,,,,5.0,,60LL,f,330.0,crown,flaska,beer,,319.0,5160,f,f,f,2007-06-01,t,f
8208,Pieropan Soave Classico,ítalía,veneto,soave classico,2013,12.0,garganega,02M,f,750.0,skruf,flaska,white,,2830.0,12,f,f,f,2015-07-01,t,f
8240,Lapostolle Chardonnay Cuvee Alexandre,chile,aconcagua,valle de casablanca,2013,14.5,chardonnay,02T,t,750.0,korkur,flaska,white,,2998.0,12,f,f,f,2016-02-01,t,f
8255,Lapostolle Cabernet Sauvignon Cuvee Alexandre,chile,valledecen,colchagua valley,2013,14.5,cabernet sauvignon,01T,t,750.0,korkur,flaska,red,,2998.0,84,f,f,f,2016-02-01,t,f
8319,Bacardi Carta Oro Superior,púertóríkó,,,,40.0,,,f,700.0,skruf,flaska,strong,rum,5999.0,69,f,f,f,2000-01-01,t,f
8349,Alvaro Palacios La Montesa Crianza,spánn,,rioja,2012,14.0,,01M,f,750.0,korkur,flaska,red,,3100.0,16,f,f,f,2015-10-01,t,f
8352,Alvaro Palacios La Vendimia,spánn,,rioja,2013,14.0,tempranillo,01M,f,750.0,korkur,flaska,red,,2450.0,22,f,f,f,2015-10-01,t,f
8356,Mixtus Chardonnay Torrontes,argentína,,,2014,12.0,chardonnay,02L,f,750.0,skruf,flaska,white,,1498.0,462,f,f,f,2006-04-01,t,f
8358,Mixtus Chardonnay Chenin,argentína,,,2014,12.0,chardonnay,02L,f,750.0,skruf,flaska,white,,1498.0,119,f,f,f,2010-03-01,t,f
8362,Mixtus Cabernet Merlot,argentína,mendoza,mendoza,2013,13.0,cabernet sauvignon,01M,f,750.0,skruf,flaska,red,,1498.0,222,f,f,f,2006-07-01,t,f
8390,Molinari Sambuca Extra,ítalía,,,,40.0,,,f,700.0,skruf,flaska,strong,liqueur,7390.0,24,f,f,f,2011-12-01,t,f
8434,Monte Don Lucio Reserva,spánn,castilla l,la mancha,2007,13.0,,01L,f,750.0,korkur,flaska,red,,1835.0,60,f,f,f,2013-12-01,t,f
8441,Villa Puccini Toscana,ítalía,toskana,toscana,2010,12.5,sangiovese,01M,f,750.0,korkur,flaska,red,,1999.0,320,f,f,f,2003-08-01,t,f
8450,Marques de Casa Concha Chardonnay,chile,coquim,limarí valley,2013,14.0,chardonnay,02T,f,750.0,korkur,flaska,white,,2999.0,36,f,f,f,2015-06-01,t,f
8451,Marques de Casa Concha Cabernet Sauvignon,chile,valledecen,puente alto,2013,14.5,cabernet sauvignon,01T,f,750.0,korkur,flaska,red,,2999.0,394,f,f,f,2009-02-01,t,f
8465,Xanté,svíþjóð,,,,38.0,,,f,500.0,tkorkur,flaska,strong,liqueur,4999.0,4,f,f,f,2013-11-01,t,f
8476,Thule,ísland,,,,5.0,,60LL,f,330.0,,dós,beer,,260.0,12990,f,f,f,2005-08-01,t,f
8514,Pasqua Montepulciano d'Abruzzo,ítalía,abruzzo,abruzzo,2013,13.0,montepulciano,01M,f,1500.0,skruf,flaska,red,,3270.0,60,f,f,f,2004-11-01,t,f
8525,Valduero 6 ára Reserva Premium,spánn,castilla y,ribera del duero,2005,14.0,tempranillo,01T,f,750.0,korkur,flaska,red,,8405.0,0,f,f,f,2011-09-01,t,f
8563,J.P. Chenet Cabernet Syrah,frakkland,languedoc-,pays d'oc,,12.5,cabernet sauvignon,01L,f,3000.0,,box,red,,5999.0,198,f,f,f,2003-08-01,t,f
8593,Hecula Monastrell,spánn,murcia,yecla,2012,14.0,monastrell,01M,f,750.0,korkur,flaska,red,,2255.0,24,f,f,f,2010-02-01,t,f
8632,Laroche Chardonnay,frakkland,languedoc-,pays d'oc,2013,13.0,chardonnay,02M,f,750.0,skruf,flaska,white,,1999.0,5,f,f,f,2015-05-01,t,f
8643,Nicolas Feuillatte Brut Reserve,frakkland,champagne,champagne,,12.0,pinot meunier,04,f,750.0,f-korkur,flaska,bubbly,,4999.0,12,f,f,f,2015-12-01,t,f
8657,Tia Maria,jamaíka,,,,20.0,,,f,500.0,skruf,flaska,strong,liqueur,3359.0,32,f,f,f,2000-01-01,t,f
8678,Freixenet Cordon Negro Brut,spánn,,cava,,11.5,,04,f,750.0,f-korkur,flaska,bubbly,,1990.0,692,f,f,f,2007-03-01,t,f
8712,Absolut Mandarin,svíþjóð,,,,40.0,,,f,700.0,skruf,flaska,strong,vodka,5599.0,35,f,f,f,2011-07-01,t,f
8754,Antinori Badia a Passignano Riserva,ítalía,toskana,chianti classico,2008,14.0,sangiovese,01T,f,750.0,korkur,flaska,red,,5599.0,21,f,f,f,2008-12-15,t,f
8762,Trimbach Gewurztraminer Reserve,frakkland,alsace,alsace ac,2011,14.5,gewurztraminer,02TM,f,750.0,korkur,flaska,white,,3599.0,12,f,f,f,2015-12-01,t,f
8769,Drostdy-Hof Shiraz Merlot Cape Red,suðurafríka,,western cape,2014,13.5,shiraz,01M,f,750.0,skruf,flaska,red,,1599.0,91,f,f,f,2015-01-01,t,f
8776,Cloudy Bay Sauvignon Blanc,nýjasjáland,,marlborough,2015,13.5,sauvignon blanc,02M,f,750.0,skruf,flaska,white,,4499.0,24,f,f,f,2008-11-01,t,f
8777,Montes Late Harvest,chile,valledecen,valle de curico,2011,12.0,gewurztraminer,02TS,f,375.0,korkur,flaska,white,,1999.0,72,f,f,f,2008-11-01,t,f
8778,Les Tourelles de Longueville,frakkland,bordeaux,pauillac,2009,13.5,cabernet sauvignon,01T,f,750.0,korkur,flaska,red,,7999.0,0,f,f,f,2008-12-15,t,f
8785,Wyndham Bin 555 Shiraz,ástralía,,south eastern australia,2013,14.2,shiraz,01M,f,750.0,skruf,flaska,red,,2499.0,110,f,f,f,2005-11-01,t,f
8788,Peter Lehmann Mentor Cabernet,ástralía,barossa,barossa valley,2010,14.0,cabernet sauvignon,01T,f,750.0,korkur,flaska,red,,4998.0,21,f,f,f,2008-11-01,t,f
8799,La Braccesca Vino Nobile di Montepulciano,ítalía,toskana,vino nobile de montepulciano,2011,13.5,sangiovese,01T,f,750.0,korkur,flaska,red,,2999.0,60,f,f,f,2015-10-01,t,f
8809,Burgans Albarino,spánn,,rias baixas,2014,12.0,albarino,02M,f,750.0,skruf,flaska,white,,2299.0,8,f,f,f,2009-09-01,t,f
8844,Chivas Regal 12 ára,stórabretland,,,,40.0,,,f,500.0,skruf,flaska,strong,whisky,5499.0,70,f,f,f,2003-11-01,t,f
8873,Frescobaldi Castiglioni,ítalía,toskana,chianti,2014,13.0,sangiovese,01M,f,750.0,stkork,flaska,red,,2499.0,42,f,f,f,2015-10-01,t,f
8883,Melini Chianti Pian del Masso,ítalía,toskana,chianti,2014,12.5,,01L,f,750.0,korkur,flaska,red,,1999.0,24,f,f,f,2015-12-01,t,f
8925,Drappier Brut Carte d'Or,frakkland,champagne,champagne,,12.0,,04,f,750.0,f-korkur,flaska,bubbly,,6389.0,42,f,f,f,2016-01-01,t,f
