product_id,region,store,quantity
25,Norðurland,Akureyri,2
25,Höfuðborgarsvæðið,Skútuvogi,5
39,Norðurland,Akureyri,7
39,Höfuðborgarsvæðið,Austurstræti,8
39,Höfuðborgarsvæðið,Borgartúni,6
39,Höfuðborgarsvæðið,Dalvegi,16
39,Höfuðborgarsvæðið,Eiðistorgi,8
39,Höfuðborgarsvæðið,Hafnarfirði,15
39,Höfuðborgarsvæðið,Heiðrún,12
39,Höfuðborgarsvæðið,Kringlunni,8
39,Höfuðborgarsvæðið,Mosfellsbæ,8
39,Suðurland,Reykjanesbæ,5
39,Suðurland,Selfossi,8
39,Höfuðborgarsvæðið,Skeifunni,12
39,Höfuðborgarsvæðið,Skútuvogi,5
39,Höfuðborgarsvæðið,Smáralind,5
39,Höfuðborgarsvæðið,Spöngin,8
39,Höfuðborgarsvæðið,Stekkjarbakka,9
46,Norðurland,Akureyri,6
46,Höfuðborgarsvæðið,Austurstræti,8
46,Höfuðborgarsvæðið,Borgartúni,2
46,Höfuðborgarsvæðið,Eiðistorgi,8
46,Höfuðborgarsvæðið,Hafnarfirði,9
46,Höfuðborgarsvæðið,Heiðrún,15
46,Höfuðborgarsvæðið,Kringlunni,6
46,Höfuðborgarsvæðið,Skútuvogi,3
75,Höfuðborgarsvæðið,Heiðrún,5
75,Höfuðborgarsvæðið,Kringlunni,10
75,Höfuðborgarsvæðið,Skútuvogi,3
75,Höfuðborgarsvæðið,Stekkjarbakka,8
77,Norðurland,Akureyri,7
77,Höfuðborgarsvæðið,Austurstræti,5
77,Höfuðborgarsvæðið,Borgartúni,6
77,Höfuðborgarsvæðið,Dalvegi,5
77,Höfuðborgarsvæðið,Eiðistorgi,3
77,Höfuðborgarsvæðið,Hafnarfirði,6
77,Höfuðborgarsvæðið,Heiðrún,6
77,Höfuðborgarsvæðið,Kringlunni,10
77,Höfuðborgarsvæðið,Mosfellsbæ,7
77,Suðurland,Reykjanesbæ,6
77,Suðurland,Selfossi,6
77,Höfuðborgarsvæðið,Skeifunni,11
77,Höfuðborgarsvæðið,Skútuvogi,10
77,Höfuðborgarsvæðið,Smáralind,12
77,Höfuðborgarsvæðið,Stekkjarbakka,8
109,Norðurland,Akureyri,13
109,Höfuðborgarsvæðið,Austurstræti,2
109,Höfuðborgarsvæðið,Borgartúni,8
109,Höfuðborgarsvæðið,Dalvegi,5
109,Höfuðborgarsvæðið,Eiðistorgi,7
109,Höfuðborgarsvæðið,Hafnarfirði,6
109,Höfuðborgarsvæðið,Heiðrún,31
109,Höfuðborgarsvæðið,Kringlunni,5
109,Höfuðborgarsvæðið,Mosfellsbæ,7
109,Suðurland,Reykjanesbæ,9
109,Suðurland,Selfossi,13
109,Höfuðborgarsvæðið,Skeifunni,10
109,Höfuðborgarsvæðið,Skútuvogi,8
109,Höfuðborgarsvæðið,Smáralind,7
109,Höfuðborgarsvæðið,Spöngin,20
109,Höfuðborgarsvæðið,Stekkjarbakka,10
116,Norðurland,Akureyri,11
116,Höfuðborgarsvæðið,Austurstræti,11
116,Höfuðborgarsvæðið,Borgartúni,15
116,Höfuðborgarsvæðið,Dalvegi,14
116,Höfuðborgarsvæðið,Eiðistorgi,8
116,Höfuðborgarsvæðið,Hafnarfirði,9
116,Höfuðborgarsvæðið,Heiðrún,18
116,Höfuðborgarsvæðið,Kringlunni,10
116,Höfuðborgarsvæðið,Mosfellsbæ,15
116,Suðurland,Reykjanesbæ,8
116,Suðurland,Selfossi,5
116,Höfuðborgarsvæðið,Skeifunni,9
116,Höfuðborgarsvæðið,Skútuvogi,10
116,Höfuðborgarsvæðið,Smáralind,15
116,Höfuðborgarsvæðið,Spöngin,11
116,Höfuðborgarsvæðið,Stekkjarbakka,6
116,Austurland,Vopnafirði,4
118,Vesturland,Akranesi,2
118,Norðurland,Akureyri,12
118,Höfuðborgarsvæðið,Austurstræti,11
118,Vesturland,Borgarnesi,2
118,Höfuðborgarsvæðið,Borgartúni,15
118,Höfuðborgarsvæðið,Dalvegi,11
118,Austurland,Egilsstöðum,10
118,Höfuðborgarsvæðið,Eiðistorgi,9
118,Höfuðborgarsvæðið,Hafnarfirði,11
118,Höfuðborgarsvæðið,Heiðrún,2
118,Suðurland,Hveragerði,2
118,Norðurland,Húsavík,3
118,Höfuðborgarsvæðið,Kringlunni,8
118,Norðurland,Kópaskeri,2
118,Höfuðborgarsvæðið,Mosfellsbæ,9
118,Suðurland,Reykjanesbæ,6
118,Norðurland,Sauðárkróki,4
118,Suðurland,Selfossi,10
118,Höfuðborgarsvæðið,Skeifunni,6
118,Höfuðborgarsvæðið,Skútuvogi,4
118,Höfuðborgarsvæðið,Smáralind,14
118,Höfuðborgarsvæðið,Spöngin,13
118,Höfuðborgarsvæðið,Stekkjarbakka,3
118,Suðurland,Vestmannaeyjum,6
118,Vestfirðir,Ísafirði,11
121,Vesturland,Akranesi,12
121,Norðurland,Akureyri,13
121,Höfuðborgarsvæðið,Austurstræti,12
121,Vesturland,Borgarnesi,14
121,Höfuðborgarsvæðið,Borgartúni,7
121,Vesturland,Búðardal,3
121,Höfuðborgarsvæðið,Dalvegi,12
121,Norðurland,Dalvík,2
121,Austurland,Djúpivogur,13
121,Austurland,Egilsstöðum,10
121,Höfuðborgarsvæðið,Eiðistorgi,9
121,Suðurland,Flúðum,9
121,Austurland,Fáskrúðsfirði,2
121,Suðurland,Grindavík,2
121,Vesturland,Grundarfjörður,7
121,Höfuðborgarsvæðið,Hafnarfirði,9
121,Höfuðborgarsvæðið,Heiðrún,11
121,Suðurland,Hellu,8
121,Norðurland,Hvammstanga,4
121,Suðurland,Hvolsvelli,10
121,Vestfirðir,Hólmavík,5
121,Suðurland,Höfn,6
121,Norðurland,Húsavík,11
121,Suðurland,Kirkjubæjarklaustur,3
121,Höfuðborgarsvæðið,Kringlunni,19
121,Norðurland,Kópaskeri,10
121,Höfuðborgarsvæðið,Mosfellsbæ,7
121,Austurland,Neskaupstað,5
121,Vestfirðir,Patreksfirði,6
121,Suðurland,Reykjanesbæ,10
121,Austurland,Reyðarfirði,11
121,Norðurland,Sauðárkróki,4
121,Suðurland,Selfossi,8
121,Austurland,Seyðisfirði,8
121,Norðurland,Siglufirði,8
121,Höfuðborgarsvæðið,Skeifunni,15
121,Höfuðborgarsvæðið,Skútuvogi,14
121,Höfuðborgarsvæðið,Smáralind,11
121,Höfuðborgarsvæðið,Spöngin,11
121,Höfuðborgarsvæðið,Stekkjarbakka,8
121,Vesturland,Stykkishólmi,12
121,Suðurland,Vestmannaeyjum,8
121,Austurland,Vopnafirði,15
121,Suðurland,Vík,4
121,Vestfirðir,Ísafirði,10
121,Vesturland,Ólafsvík,3
121,Suðurland,Þorlákshöfn,3
121,Austurland,Þórshöfn,2
122,Vesturland,Akranesi,10
122,Norðurland,Akureyri,8
122,Höfuðborgarsvæðið,Austurstræti,5
122,Vesturland,Borgarnesi,4
122,Höfuðborgarsvæðið,Borgartúni,2
122,Höfuðborgarsvæðið,Dalvegi,12
122,Austurland,Egilsstöðum,10
122,Höfuðborgarsvæðið,Eiðistorgi,10
122,Vesturland,Grundarfjörður,4
122,Höfuðborgarsvæðið,Hafnarfirði,3
122,Höfuðborgarsvæðið,Heiðrún,12
122,Suðurland,Hveragerði,2
122,Höfuðborgarsvæðið,Kringlunni,12
122,Höfuðborgarsvæðið,Mosfellsbæ,1
122,Suðurland,Reykjanesbæ,4
122,Norðurland,Sauðárkróki,10
122,Suðurland,Selfossi,4
122,Höfuðborgarsvæðið,Skeifunni,8
122,Höfuðborgarsvæðið,Skútuvogi,11
122,Höfuðborgarsvæðið,Smáralind,13
122,Höfuðborgarsvæðið,Spöngin,8
122,Höfuðborgarsvæðið,Stekkjarbakka,13
122,Suðurland,Vestmannaeyjum,13
122,Vestfirðir,Ísafirði,4
133,Vesturland,Akranesi,14
133,Norðurland,Akureyri,12
133,Höfuðborgarsvæðið,Austurstræti,21
133,Norðurland,Blönduósi,8
133,Vesturland,Borgarnesi,13
133,Höfuðborgarsvæðið,Borgartúni,28
133,Vesturland,Búðardal,8
133,Höfuðborgarsvæðið,Dalvegi,94
133,Norðurland,Dalvík,11
133,Austurland,Djúpivogur,3
133,Austurland,Egilsstöðum,15
133,Höfuðborgarsvæðið,Eiðistorgi,26
133,Suðurland,Flúðum,13
133,Austurland,Fáskrúðsfirði,5
133,Suðurland,Grindavík,13
133,Vesturland,Grundarfjörður,8
133,Höfuðborgarsvæðið,Hafnarfirði,18
133,Höfuðborgarsvæðið,Heiðrún,38
133,Suðurland,Hellu,10
133,Norðurland,Hvammstanga,4
133,Suðurland,Hveragerði,13
133,Suðurland,Hvolsvelli,14
133,Vestfirðir,Hólmavík,7
133,Suðurland,Höfn,11
133,Norðurland,Húsavík,10
133,Suðurland,Kirkjubæjarklaustur,3
133,Höfuðborgarsvæðið,Kringlunni,18
133,Norðurland,Kópaskeri,16
133,Höfuðborgarsvæðið,Mosfellsbæ,19
133,Austurland,Neskaupstað,5
133,Vestfirðir,Patreksfirði,10
133,Suðurland,Reykjanesbæ,20
133,Austurland,Reyðarfirði,10
133,Norðurland,Sauðárkróki,28
133,Suðurland,Selfossi,8
133,Austurland,Seyðisfirði,15
133,Norðurland,Siglufirði,5
133,Höfuðborgarsvæðið,Skeifunni,51
133,Höfuðborgarsvæðið,Skútuvogi,26
133,Höfuðborgarsvæðið,Smáralind,27
133,Höfuðborgarsvæðið,Spöngin,22
133,Höfuðborgarsvæðið,Stekkjarbakka,32
133,Vesturland,Stykkishólmi,8
133,Suðurland,Vestmannaeyjum,6
133,Austurland,Vopnafirði,7
133,Suðurland,Vík,6
133,Vestfirðir,Ísafirði,10
133,Vesturland,Ólafsvík,14
133,Suðurland,Þorlákshöfn,9
133,Austurland,Þórshöfn,9
135,Vesturland,Akranesi,4
135,Norðurland,Akureyri,19
135,Höfuðborgarsvæðið,Austurstræti,4
135,Norðurland,Blönduósi,5
135,Vesturland,Borgarnesi,8
135,Höfuðborgarsvæðið,Borgartúni,15
135,Höfuðborgarsvæðið,Dalvegi,34
135,Austurland,Egilsstöðum,6
135,Höfuðborgarsvæðið,Eiðistorgi,14
135,Suðurland,Flúðum,9
135,Suðurland,Grindavík,5
135,Höfuðborgarsvæðið,Hafnarfirði,12
135,Höfuðborgarsvæðið,Heiðrún,21
135,Suðurland,Hellu,8
135,Suðurland,Hveragerði,9
135,Suðurland,Hvolsvelli,6
135,Suðurland,Höfn,3
135,Norðurland,Húsavík,10
135,Höfuðborgarsvæðið,Kringlunni,8
135,Höfuðborgarsvæðið,Mosfellsbæ,6
135,Austurland,Neskaupstað,2
135,Vestfirðir,Patreksfirði,10
135,Suðurland,Reykjanesbæ,9
135,Austurland,Reyðarfirði,1
135,Norðurland,Sauðárkróki,5
135,Suðurland,Selfossi,6
135,Norðurland,Siglufirði,8
135,Höfuðborgarsvæðið,Skeifunni,25
135,Höfuðborgarsvæðið,Skútuvogi,23
135,Höfuðborgarsvæðið,Smáralind,13
135,Höfuðborgarsvæðið,Spöngin,19
135,Höfuðborgarsvæðið,Stekkjarbakka,10
135,Vesturland,Stykkishólmi,8
135,Suðurland,Vestmannaeyjum,8
135,Vestfirðir,Ísafirði,9
135,Vesturland,Ólafsvík,5
137,Höfuðborgarsvæðið,Hafnarfirði,17
137,Höfuðborgarsvæðið,Heiðrún,18
137,Höfuðborgarsvæðið,Kringlunni,12
137,Höfuðborgarsvæðið,Skútuvogi,14
137,Austurland,Vopnafirði,3
148,Vesturland,Akranesi,3
148,Norðurland,Akureyri,9
148,Höfuðborgarsvæðið,Austurstræti,7
148,Norðurland,Blönduósi,5
148,Vesturland,Borgarnesi,8
148,Höfuðborgarsvæðið,Borgartúni,1
148,Höfuðborgarsvæðið,Dalvegi,43
148,Norðurland,Dalvík,15
148,Austurland,Egilsstöðum,17
148,Höfuðborgarsvæðið,Eiðistorgi,2
148,Suðurland,Flúðum,10
148,Suðurland,Grindavík,13
148,Höfuðborgarsvæðið,Hafnarfirði,22
148,Höfuðborgarsvæðið,Heiðrún,33
148,Suðurland,Hellu,10
148,Suðurland,Hveragerði,19
148,Suðurland,Hvolsvelli,10
148,Suðurland,Höfn,11
148,Norðurland,Húsavík,6
148,Höfuðborgarsvæðið,Kringlunni,8
148,Höfuðborgarsvæðið,Mosfellsbæ,12
148,Austurland,Neskaupstað,7
148,Vestfirðir,Patreksfirði,8
148,Suðurland,Reykjanesbæ,10
148,Austurland,Reyðarfirði,15
148,Norðurland,Sauðárkróki,11
148,Suðurland,Selfossi,19
148,Norðurland,Siglufirði,9
148,Höfuðborgarsvæðið,Skeifunni,23
148,Höfuðborgarsvæðið,Skútuvogi,24
148,Höfuðborgarsvæðið,Smáralind,8
148,Höfuðborgarsvæðið,Spöngin,11
148,Höfuðborgarsvæðið,Stekkjarbakka,14
148,Vesturland,Stykkishólmi,10
148,Suðurland,Vestmannaeyjum,9
148,Vestfirðir,Ísafirði,13
148,Vesturland,Ólafsvík,11
154,Norðurland,Akureyri,13
154,Höfuðborgarsvæðið,Dalvegi,9
154,Höfuðborgarsvæðið,Hafnarfirði,16
154,Höfuðborgarsvæðið,Heiðrún,19
154,Höfuðborgarsvæðið,Kringlunni,14
154,Höfuðborgarsvæðið,Skeifunni,17
154,Höfuðborgarsvæðið,Skútuvogi,5
156,Norðurland,Akureyri,11
156,Höfuðborgarsvæðið,Austurstræti,12
156,Höfuðborgarsvæðið,Dalvegi,16
156,Höfuðborgarsvæðið,Eiðistorgi,8
156,Höfuðborgarsvæðið,Hafnarfirði,9
156,Höfuðborgarsvæðið,Heiðrún,16
156,Höfuðborgarsvæðið,Kringlunni,12
156,Höfuðborgarsvæðið,Mosfellsbæ,14
156,Suðurland,Reykjanesbæ,5
156,Suðurland,Selfossi,9
156,Höfuðborgarsvæðið,Skeifunni,11
156,Höfuðborgarsvæðið,Skútuvogi,18
156,Höfuðborgarsvæðið,Smáralind,15
156,Höfuðborgarsvæðið,Spöngin,9
156,Höfuðborgarsvæðið,Stekkjarbakka,16
162,Vesturland,Akranesi,13
162,Norðurland,Akureyri,8
162,Höfuðborgarsvæðið,Austurstræti,8
162,Norðurland,Blönduósi,1
162,Vesturland,Borgarnesi,4
162,Höfuðborgarsvæðið,Borgartúni,9
162,Höfuðborgarsvæðið,Dalvegi,6
162,Norðurland,Dalvík,8
162,Austurland,Egilsstöðum,9
162,Höfuðborgarsvæðið,Eiðistorgi,6
162,Suðurland,Flúðum,11
162,Suðurland,Grindavík,3
162,Höfuðborgarsvæðið,Hafnarfirði,7
162,Höfuðborgarsvæðið,Heiðrún,15
162,Suðurland,Hellu,7
162,Norðurland,Hvammstanga,8
162,Suðurland,Hveragerði,6
162,Suðurland,Hvolsvelli,8
162,Suðurland,Höfn,9
162,Norðurland,Húsavík,16
162,Höfuðborgarsvæðið,Kringlunni,9
162,Höfuðborgarsvæðið,Mosfellsbæ,17
162,Austurland,Neskaupstað,8
162,Vestfirðir,Patreksfirði,9
162,Suðurland,Reykjanesbæ,20
162,Austurland,Reyðarfirði,11
162,Norðurland,Sauðárkróki,8
162,Suðurland,Selfossi,5
162,Norðurland,Siglufirði,3
162,Höfuðborgarsvæðið,Skeifunni,11
162,Höfuðborgarsvæðið,Skútuvogi,10
162,Höfuðborgarsvæðið,Smáralind,6
162,Höfuðborgarsvæðið,Spöngin,9
162,Höfuðborgarsvæðið,Stekkjarbakka,18
162,Vesturland,Stykkishólmi,4
162,Suðurland,Vestmannaeyjum,8
162,Vestfirðir,Ísafirði,12
162,Vesturland,Ólafsvík,10
164,Norðurland,Akureyri,12
164,Höfuðborgarsvæðið,Austurstræti,22
164,Höfuðborgarsvæðið,Dalvegi,22
164,Höfuðborgarsvæðið,Eiðistorgi,7
164,Austurland,Fáskrúðsfirði,1
164,Suðurland,Grindavík,9
164,Höfuðborgarsvæðið,Hafnarfirði,9
164,Höfuðborgarsvæðið,Heiðrún,15
164,Norðurland,Húsavík,8
164,Höfuðborgarsvæðið,Kringlunni,12
164,Höfuðborgarsvæðið,Mosfellsbæ,10
164,Suðurland,Reykjanesbæ,15
164,Suðurland,Selfossi,12
164,Höfuðborgarsvæðið,Skeifunni,12
164,Höfuðborgarsvæðið,Skútuvogi,12
164,Höfuðborgarsvæðið,Smáralind,18
164,Höfuðborgarsvæðið,Spöngin,12
164,Höfuðborgarsvæðið,Stekkjarbakka,7
164,Vesturland,Stykkishólmi,15
165,Vesturland,Akranesi,9
165,Norðurland,Akureyri,5
165,Höfuðborgarsvæðið,Austurstræti,7
165,Norðurland,Blönduósi,3
165,Vesturland,Borgarnesi,1
165,Höfuðborgarsvæðið,Borgartúni,2
165,Höfuðborgarsvæðið,Dalvegi,22
165,Austurland,Egilsstöðum,10
165,Höfuðborgarsvæðið,Eiðistorgi,5
165,Höfuðborgarsvæðið,Hafnarfirði,10
165,Höfuðborgarsvæðið,Heiðrún,8
165,Suðurland,Hveragerði,5
165,Höfuðborgarsvæðið,Kringlunni,10
165,Höfuðborgarsvæðið,Mosfellsbæ,12
165,Suðurland,Reykjanesbæ,5
165,Norðurland,Sauðárkróki,4
165,Suðurland,Selfossi,13
165,Norðurland,Siglufirði,14
165,Höfuðborgarsvæðið,Skeifunni,12
165,Höfuðborgarsvæðið,Skútuvogi,14
165,Höfuðborgarsvæðið,Smáralind,7
165,Höfuðborgarsvæðið,Spöngin,5
165,Höfuðborgarsvæðið,Stekkjarbakka,13
165,Suðurland,Vestmannaeyjum,8
165,Vestfirðir,Ísafirði,4
165,Suðurland,Þorlákshöfn,1
167,Norðurland,Akureyri,4
167,Höfuðborgarsvæðið,Dalvegi,7
167,Höfuðborgarsvæðið,Heiðrún,6
167,Höfuðborgarsvæðið,Kringlunni,6
167,Höfuðborgarsvæðið,Skeifunni,4
167,Höfuðborgarsvæðið,Skútuvogi,7
172,Norðurland,Akureyri,10
172,Höfuðborgarsvæðið,Austurstræti,5
172,Höfuðborgarsvæðið,Borgartúni,7
172,Höfuðborgarsvæðið,Dalvegi,11
172,Höfuðborgarsvæðið,Eiðistorgi,6
172,Höfuðborgarsvæðið,Hafnarfirði,6
172,Höfuðborgarsvæðið,Heiðrún,12
172,Höfuðborgarsvæðið,Kringlunni,6
172,Höfuðborgarsvæðið,Mosfellsbæ,6
172,Suðurland,Reykjanesbæ,14
172,Suðurland,Selfossi,10
172,Höfuðborgarsvæðið,Skeifunni,10
172,Höfuðborgarsvæðið,Skútuvogi,4
172,Höfuðborgarsvæðið,Smáralind,15
172,Höfuðborgarsvæðið,Spöngin,6
172,Höfuðborgarsvæðið,Stekkjarbakka,6
175,Vestfirðir,Patreksfirði,7
177,Vesturland,Akranesi,11
177,Höfuðborgarsvæðið,Austurstræti,6
177,Norðurland,Blönduósi,14
177,Vesturland,Borgarnesi,11
177,Höfuðborgarsvæðið,Borgartúni,12
177,Vesturland,Búðardal,12
177,Höfuðborgarsvæðið,Dalvegi,36
177,Norðurland,Dalvík,12
177,Austurland,Djúpivogur,17
177,Austurland,Egilsstöðum,12
177,Höfuðborgarsvæðið,Eiðistorgi,4
177,Suðurland,Flúðum,6
177,Austurland,Fáskrúðsfirði,6
177,Suðurland,Grindavík,3
177,Vesturland,Grundarfjörður,6
177,Höfuðborgarsvæðið,Hafnarfirði,12
177,Höfuðborgarsvæðið,Heiðrún,35
177,Suðurland,Hellu,11
177,Norðurland,Hvammstanga,15
177,Suðurland,Hveragerði,12
177,Suðurland,Hvolsvelli,4
177,Vestfirðir,Hólmavík,9
177,Suðurland,Höfn,2
177,Norðurland,Húsavík,9
177,Suðurland,Kirkjubæjarklaustur,8
177,Höfuðborgarsvæðið,Kringlunni,22
177,Norðurland,Kópaskeri,12
177,Höfuðborgarsvæðið,Mosfellsbæ,8
177,Austurland,Neskaupstað,11
177,Vestfirðir,Patreksfirði,9
177,Suðurland,Reykjanesbæ,10
177,Austurland,Reyðarfirði,9
177,Norðurland,Sauðárkróki,7
177,Suðurland,Selfossi,12
177,Austurland,Seyðisfirði,11
177,Norðurland,Siglufirði,10
177,Höfuðborgarsvæðið,Skeifunni,26
177,Höfuðborgarsvæðið,Skútuvogi,33
177,Höfuðborgarsvæðið,Smáralind,16
177,Höfuðborgarsvæðið,Spöngin,8
177,Höfuðborgarsvæðið,Stekkjarbakka,13
177,Vesturland,Stykkishólmi,13
177,Suðurland,Vestmannaeyjum,7
177,Austurland,Vopnafirði,2
177,Suðurland,Vík,10
177,Vestfirðir,Ísafirði,16
177,Vesturland,Ólafsvík,13
177,Suðurland,Þorlákshöfn,8
177,Austurland,Þórshöfn,15
183,Norðurland,Akureyri,10
183,Höfuðborgarsvæðið,Austurstræti,5
183,Höfuðborgarsvæðið,Borgartúni,6
183,Höfuðborgarsvæðið,Dalvegi,11
183,Höfuðborgarsvæðið,Eiðistorgi,15
183,Höfuðborgarsvæðið,Hafnarfirði,6
183,Höfuðborgarsvæðið,Heiðrún,10
183,Höfuðborgarsvæðið,Kringlunni,6
183,Höfuðborgarsvæðið,Mosfellsbæ,13
183,Suðurland,Reykjanesbæ,6
183,Suðurland,Selfossi,15
183,Höfuðborgarsvæðið,Skeifunni,20
183,Höfuðborgarsvæðið,Skútuvogi,10
183,Höfuðborgarsvæðið,Smáralind,8
183,Höfuðborgarsvæðið,Spöngin,10
183,Höfuðborgarsvæðið,Stekkjarbakka,9
185,Höfuðborgarsvæðið,Hafnarfirði,9
185,Höfuðborgarsvæðið,Heiðrún,7
185,Höfuðborgarsvæðið,Kringlunni,6
213,Norðurland,Akureyri,9
213,Höfuðborgarsvæðið,Austurstræti,14
213,Höfuðborgarsvæðið,Hafnarfirði,6
213,Höfuðborgarsvæðið,Heiðrún,11
213,Höfuðborgarsvæðið,Kringlunni,3
213,Höfuðborgarsvæðið,Skútuvogi,3
219,Norðurland,Akureyri,10
219,Höfuðborgarsvæðið,Austurstræti,4
219,Höfuðborgarsvæðið,Hafnarfirði,6
219,Höfuðborgarsvæðið,Heiðrún,16
219,Höfuðborgarsvæðið,Kringlunni,5
219,Höfuðborgarsvæðið,Skútuvogi,2
251,Höfuðborgarsvæðið,Hafnarfirði,9
251,Höfuðborgarsvæðið,Heiðrún,11
251,Höfuðborgarsvæðið,Kringlunni,6
251,Norðurland,Sauðárkróki,6
251,Höfuðborgarsvæðið,Skútuvogi,5
252,Vesturland,Akranesi,8
252,Norðurland,Akureyri,4
252,Höfuðborgarsvæðið,Austurstræti,9
252,Norðurland,Blönduósi,8
252,Vesturland,Borgarnesi,7
252,Höfuðborgarsvæðið,Borgartúni,10
252,Vesturland,Búðardal,5
252,Höfuðborgarsvæðið,Dalvegi,5
252,Norðurland,Dalvík,3
252,Austurland,Djúpivogur,2
252,Austurland,Egilsstöðum,10
252,Höfuðborgarsvæðið,Eiðistorgi,13
252,Suðurland,Flúðum,7
252,Austurland,Fáskrúðsfirði,4
252,Suðurland,Grindavík,10
252,Vesturland,Grundarfjörður,12
252,Höfuðborgarsvæðið,Hafnarfirði,13
252,Höfuðborgarsvæðið,Heiðrún,18
252,Suðurland,Hellu,4
252,Norðurland,Hvammstanga,6
252,Suðurland,Hveragerði,12
252,Suðurland,Hvolsvelli,9
252,Vestfirðir,Hólmavík,7
252,Suðurland,Höfn,1
252,Norðurland,Húsavík,6
252,Suðurland,Kirkjubæjarklaustur,11
252,Höfuðborgarsvæðið,Kringlunni,7
252,Norðurland,Kópaskeri,9
252,Höfuðborgarsvæðið,Mosfellsbæ,6
252,Austurland,Neskaupstað,3
252,Vestfirðir,Patreksfirði,3
252,Suðurland,Reykjanesbæ,11
252,Austurland,Reyðarfirði,9
252,Norðurland,Sauðárkróki,7
252,Suðurland,Selfossi,12
252,Austurland,Seyðisfirði,7
252,Norðurland,Siglufirði,9
252,Höfuðborgarsvæðið,Skeifunni,33
252,Höfuðborgarsvæðið,Skútuvogi,8
252,Höfuðborgarsvæðið,Smáralind,2
252,Höfuðborgarsvæðið,Spöngin,10
252,Höfuðborgarsvæðið,Stekkjarbakka,14
252,Vesturland,Stykkishólmi,11
252,Suðurland,Vestmannaeyjum,4
252,Austurland,Vopnafirði,11
252,Suðurland,Vík,5
252,Vestfirðir,Ísafirði,4
252,Vesturland,Ólafsvík,4
252,Suðurland,Þorlákshöfn,10
252,Austurland,Þórshöfn,13
257,Höfuðborgarsvæðið,Hafnarfirði,12
257,Höfuðborgarsvæðið,Heiðrún,10
257,Höfuðborgarsvæðið,Kringlunni,12
257,Höfuðborgarsvæðið,Skútuvogi,11
265,Vesturland,Akranesi,2
265,Norðurland,Akureyri,8
265,Höfuðborgarsvæðið,Austurstræti,28
265,Vesturland,Borgarnesi,6
265,Höfuðborgarsvæðið,Borgartúni,7
265,Höfuðborgarsvæðið,Dalvegi,15
265,Austurland,Egilsstöðum,8
265,Höfuðborgarsvæðið,Eiðistorgi,18
265,Höfuðborgarsvæðið,Hafnarfirði,6
265,Höfuðborgarsvæðið,Heiðrún,13
265,Suðurland,Hveragerði,6
265,Höfuðborgarsvæðið,Kringlunni,8
265,Höfuðborgarsvæðið,Mosfellsbæ,4
265,Suðurland,Reykjanesbæ,5
265,Norðurland,Sauðárkróki,2
265,Suðurland,Selfossi,1
265,Höfuðborgarsvæðið,Skeifunni,5
265,Höfuðborgarsvæðið,Skútuvogi,15
265,Höfuðborgarsvæðið,Smáralind,8
265,Höfuðborgarsvæðið,Spöngin,15
265,Höfuðborgarsvæðið,Stekkjarbakka,9
265,Suðurland,Vestmannaeyjum,8
265,Vestfirðir,Ísafirði,13
268,Norðurland,Akureyri,3
268,Höfuðborgarsvæðið,Austurstræti,3
268,Höfuðborgarsvæðið,Borgartúni,3
268,Norðurland,Dalvík,1
268,Höfuðborgarsvæðið,Eiðistorgi,1
268,Höfuðborgarsvæðið,Heiðrún,9
268,Höfuðborgarsvæðið,Kringlunni,6
268,Suðurland,Reykjanesbæ,8
268,Suðurland,Selfossi,3
268,Höfuðborgarsvæðið,Skútuvogi,4
287,Norðurland,Akureyri,10
287,Höfuðborgarsvæðið,Austurstræti,9
287,Höfuðborgarsvæðið,Borgartúni,10
287,Höfuðborgarsvæðið,Dalvegi,16
287,Höfuðborgarsvæðið,Eiðistorgi,8
287,Höfuðborgarsvæðið,Hafnarfirði,16
287,Höfuðborgarsvæðið,Heiðrún,16
287,Höfuðborgarsvæðið,Kringlunni,7
287,Höfuðborgarsvæðið,Mosfellsbæ,12
287,Suðurland,Reykjanesbæ,7
287,Suðurland,Selfossi,14
287,Höfuðborgarsvæðið,Skeifunni,16
287,Höfuðborgarsvæðið,Skútuvogi,8
287,Höfuðborgarsvæðið,Smáralind,4
287,Höfuðborgarsvæðið,Spöngin,17
287,Höfuðborgarsvæðið,Stekkjarbakka,14
290,Norðurland,Akureyri,3
290,Höfuðborgarsvæðið,Austurstræti,5
290,Höfuðborgarsvæðið,Borgartúni,1
290,Höfuðborgarsvæðið,Eiðistorgi,1
290,Höfuðborgarsvæðið,Hafnarfirði,5
290,Höfuðborgarsvæðið,Heiðrún,10
290,Höfuðborgarsvæðið,Kringlunni,10
290,Höfuðborgarsvæðið,Skútuvogi,11
290,Austurland,Vopnafirði,4
291,Höfuðborgarsvæðið,Heiðrún,4
291,Höfuðborgarsvæðið,Kringlunni,4
291,Höfuðborgarsvæðið,Skútuvogi,5
345,Vesturland,Akranesi,9
345,Norðurland,Akureyri,33
345,Höfuðborgarsvæðið,Austurstræti,9
345,Norðurland,Blönduósi,10
345,Vesturland,Borgarnesi,18
345,Höfuðborgarsvæðið,Borgartúni,15
345,Vesturland,Búðardal,4
345,Höfuðborgarsvæðið,Dalvegi,55
345,Norðurland,Dalvík,5
345,Austurland,Djúpivogur,8
345,Austurland,Egilsstöðum,13
345,Höfuðborgarsvæðið,Eiðistorgi,14
345,Suðurland,Flúðum,15
