id,name,supplier,country_of_origin,district_of_origin,place_of_origin,year,alcohol_volume,grape,taste_group,is_organic,bottled_volume,seal,container,category,sub_category,goes_with,price,is_temp_sale,is_special_order,is_special_reserve,date_on_market,is_available,is_gift
10037,Caussade XO,Elgur ehf,frakkland,armagnac,armagnac ac,,40.0,,,false,750.0,,flaska,strong,brandy,{},14989,false,false,false,2010-10-01,true,false
10046,Meukow VSOP smáflöskur,Elgur ehf,frakkland,cognac,cognac,,40.0,,,false,50.0,,flaska,strong,brandy,{},690,false,true,false,2005-12-01,false,false
10048,Rosemount GTR,Ölgerðin Egill Skallagríms ehf,ástralía,enginn,south eastern australia,2015,10.0,gewurztraminer,02LM,false,3000.0,,box,white,,"{A,K,P,Y}",6642,false,false,false,2006-03-01,true,false
1007,Cointreau,Haugen-Gruppen ehf.,frakkland,,,,40.0,,,false,500.0,skrúftappi,flaska,strong,liqueur,{},5699,false,false,false,2000-01-01,true,false
10083,Solar Viejo Crianza,Vín Tríó ehf,spánn,,rioja,2011,14.0,tempranillo,01M,false,750.0,korkur,flaska,red,,"{1,J,M,P,Y}",1890,false,false,false,2015-04-01,true,false
10089,Kirsberry,Globus hf,danmörk,,,,14.8,,,false,700.0,skrúftappi,flaska,fortified,fruit,{},2899,false,false,false,2008-11-01,true,false
10091,Anakena Carmenere Tama Vineyard Selection,Ber ehf,chile,valledecen,peumo,2009,13.5,carmenere,01T,false,750.0,korkur,flaska,red,,"{E,F,H,S,Y}",2265,false,false,false,2015-05-01,true,false
10096,Zywiec,Rain ehf,pólland,,,,5.6,,60LL,false,500.0,,dós,beer,,{},389,false,false,false,2015-12-01,true,false
10098,Dehesa La Granja,Ber ehf,spánn,castilla y,castilla y leon,2005,14.0,tempranillo,01M,false,750.0,korkur,flaska,red,,"{E,F,L,T,Y}",2865,false,false,false,2012-11-01,true,false
10103,Brio de Cantenac Brown,Globus hf,frakkland,bordeaux,margaux,2009,13.0,cabernet sauvignon,01M,false,750.0,korkur,flaska,red,,"{E,F,T,Æ}",5299,false,false,false,2010-01-01,true,false
10114,Chateau d'Agassac,Globus hf,frakkland,bordeaux,haut-medoc,2007,13.0,merlot,01T,false,750.0,korkur,flaska,red,,"{E,F,H,P,Æ}",3999,false,false,false,2008-12-18,true,false
10121,Castillo Perelada Brut Rosado,Ber ehf,spánn,,cava,,11.5,trepat,,false,750.0,,flaska,bubbly,,"{A,C,O,P,Y}",2347,false,true,false,2011-04-01,false,false
10122,Flöskupoki Maja Oro ljósbr. gyllt rönd,Pappír hf,,,,,0.0,,,false,0.0,,stykki,wrapper,,{},542,false,false,false,2015-11-25,true,false
10126,Underberg 12x20 ml í álboxi,Elgur ehf,þýskaland,,,,44.0,,,false,240.0,skrúftappi,álbox,strong,bitterspice,{},3989,false,false,false,2013-07-01,true,true
1015,Malibu,Mekka Wines & Spirits hf,stórabretland,,,,21.0,,,false,500.0,skrúftappi,flaska,strong,liqueur,{},2999,false,false,false,1998-03-02,true,false
1016,Malibu,Mekka Wines & Spirits hf,stórabretland,,,,21.0,,,false,1000.0,skrúftappi,flaska,strong,liqueur,{},5999,false,false,false,1999-05-01,true,false
10161,Samuel Adams Winter Lager,Mekka Wines & Spirits hf,bandaríkin,,,,5.5,,60DL,false,355.0,crown,flaska,beer,,{},539,true,false,false,2015-11-01,true,false
10163,Fortius Tempranillo,Haugen-Gruppen ehf.,spánn,navarra,navarra,2011,13.5,tempranillo,01M,false,750.0,korkur,flaska,red,,"{F,G,I,J,Y}",1899,false,false,false,2007-05-01,true,false
10196,Prunotto Barbaresco,Globus hf,ítalía,piemonte,barbaresco,2011,13.5,nebbiolo,01M,false,750.0,korkur,flaska,red,,"{E,F,L,T,Æ}",4698,false,false,false,2008-11-01,true,false
10203,Passoa,Haugen-Gruppen ehf.,frakkland,,,,17.0,,,false,1000.0,skrúftappi,flaska,strong,liqueur,{},5399,false,false,false,1999-10-01,true,false
10217,Cono Sur Bicicleta Riesling,Rolf Johansen & Co ehf,chile,regiondels,bio bio,2014,13.5,riesling,02M,false,750.0,skrúftappi,flaska,white,,"{2,B,C,D,Y}",1900,false,false,false,2016-04-01,true,false
10218,Crasto Douro,Rolf Johansen & Co ehf,portúgal,,douro,2010,13.5,tinta roriz,01M,false,750.0,korkur,flaska,red,,"{D,F,G,J,Y}",2790,false,false,false,2014-05-01,true,false
10236,Kollwentz Welschriesling,Haugen-Gruppen ehf.,austurríki,burgenland,burgenland,2008,11.0,welschriesling,,false,750.0,,flaska,white,,"{A,B,I,P,Y}",2469,false,true,false,2010-04-01,false,false
1024,Baileys,Ölgerðin Egill Skallagríms ehf,írland,,,,17.0,,,false,700.0,skrúftappi,flaska,strong,liqueur,{},4199,false,false,false,2000-01-01,true,false
10274,Jacob's Creek Sparkling Rose,Mekka Wines & Spirits hf,ástralía,barossa,barossa valley,,11.5,chardonnay,04,false,750.0,korkur,flaska,bubbly,,{},1899,false,false,false,2009-11-01,true,false
10276,Faxe Amber,HOB-vín ehf,danmörk,,,,5.0,,60LL,false,500.0,,dós,beer,,"{C,D,G}",329,false,false,false,2002-03-01,true,false
1028,Black Ball Porter,Járn og gler hf,danmörk,,,,8.0,,61SP,false,330.0,crown,flaska,beer,,{},828,false,false,false,2015-02-01,true,false
10285,Remy Martin XO Excellence,Haugen-Gruppen ehf.,frakkland,cognac,cognac,,40.0,,,false,700.0,,flaska,strong,brandy,{},24999,false,false,false,2015-10-01,true,false
10288,Santa Helena Merlot,Ölgerðin Egill Skallagríms ehf,chile,valledecen,valle central,2014,13.0,merlot,01L,false,3000.0,flextappi,box,red,,"{D,G,J,P,Y}",5919,false,false,false,2015-04-01,true,false
10309,Two Oceans Fresh & Fruity,Globus hf,suðurafríka,,western cape,2015,12.5,,02L,false,3000.0,bibtwist,box,white,,"{4,B,C,P,Y}",5199,false,false,false,2006-10-01,true,false
10310,Havana Club Anejo 7 ára,Globus hf,kúba,,,,40.0,,,false,500.0,,flaska,strong,rum,{},4998,false,false,false,2011-06-01,true,false
10316,Le Bonheur Prima Merlot Cabernet Sauvignon,Elgur ehf,suðurafríka,coastalreg,simonsberg stellenbosch,2007,13.5,cabernet sauvignon,01T,false,750.0,korkur,flaska,red,,"{E,F,J,S,Y}",3690,false,false,false,2014-06-01,true,false
10320,Sunrise Chardonnay,Mekka Wines & Spirits hf,chile,valledecen,valle central,2015,13.0,chardonnay,02L,false,3000.0,Vitop,box,white,,"{C,I,M,P,Y}",5699,false,false,false,2006-08-01,true,false
10324,Larsen VS,Ölgerðin Egill Skallagríms ehf,frakkland,cognac,cognac,,40.0,,,false,500.0,skrúftappi,flaska,strong,brandy,{},5150,false,false,false,2007-06-01,true,false
10364,Mixtus Shiraz Malbec,Globus hf,argentína,,,2015,12.5,syrah,01L,false,3000.0,Vitop,box,red,,"{3,K,M,P,Y}",5199,false,false,false,2007-01-01,true,false
10365,Mixtus Chardonnay Chenin,Globus hf,argentína,,,2014,12.0,chardonnay,02L,false,3000.0,Vitop,box,white,,"{I,M,Y}",4998,false,false,false,2007-01-01,true,false
1037,Southern Comfort,Mekka Wines & Spirits hf,bandaríkin,,,,35.0,,,false,700.0,,flaska,strong,liqueur,{},5799,false,false,false,2000-01-01,true,false
10375,Citadelle Gin,Karl K. Karlsson ehf.,frakkland,,,,44.0,,,false,700.0,,flaska,strong,gin,{},8880,false,false,false,2012-08-01,true,false
10393,Nederburg Manor House Cabernet Sauvignon,Globus hf,suðurafríka,,western cape,2012,14.5,cabernet sauvignon,01T,false,750.0,korkur,flaska,red,,"{E,F,H,S,Æ}",2599,false,false,false,2014-06-01,true,false
10405,Vicar's Choice Pinot Noir,Haugen-Gruppen ehf.,nýjasjáland,,marlborough,2013,13.5,pinot noir,01L,false,750.0,skrúftappi,flaska,red,,"{D,P,T,Y}",2799,false,false,false,2013-10-01,true,false
10406,Vicar's Choice Merlot,Haugen-Gruppen ehf.,nýjasjáland,,marlborough,2011,13.0,merlot,01M,false,750.0,skrúftappi,flaska,red,,"{D,G,M,P,Y}",2799,false,false,false,2013-01-01,true,false
10407,Vicar's Choice Riesling,Haugen-Gruppen ehf.,nýjasjáland,,marlborough,2012,11.5,riesling,02L,false,750.0,skrúftappi,flaska,white,,"{4,B,C,I,Y}",2499,false,false,false,2012-10-01,true,false
10408,Vicar's Choice Sauvignon Blanc,Haugen-Gruppen ehf.,nýjasjáland,,marlborough,2014,13.0,sauvignon blanc,02L,false,750.0,skrúftappi,flaska,white,,"{4,A,B,C,Y}",2499,false,false,false,2006-09-01,true,false
10413,Lamberti Santepietre Pinot Grigio,Haugen-Gruppen ehf.,ítalía,,venezie,2014,12.0,pinot grigio,02L,false,750.0,skrúftappi,flaska,white,,"{4,A,I,P,Y}",1799,false,false,false,2013-07-01,true,false
10423,Terrunyo Sauvignon Blanc,Mekka Wines & Spirits hf,chile,aconcagua,valle de casablanca,2009,13.5,sauvignon blanc,02L,false,750.0,skrúftappi,flaska,white,,"{A,B,C,Æ}",3199,false,false,false,2014-05-01,true,false
10424,Concha y Toro Terrunyo Block 27 Carmenere,Mekka Wines & Spirits hf,chile,valledecen,peumo,2011,14.5,carmenere,01T,false,750.0,korkur,flaska,red,,"{E,F,H,S,Æ}",4999,false,false,false,2013-11-01,true,false
10427,Saku Originaal,Bakkus ehf.,eistland,,,,4.6,,60LL,false,500.0,,dós,beer,,{},269,false,false,false,2009-10-01,true,false
10433,Chateau-Fuisse Pouilly-Fuisse Le Clos,Haugen-Gruppen ehf.,frakkland,bourgogne,pouilly-fuissé,2004,13.5,chardonnay,,false,750.0,,flaska,white,,"{B,C,D,G,Y}",5927,false,true,false,2010-10-01,false,false
10434,Chateau-Fuisse Les Combettes,Haugen-Gruppen ehf.,frakkland,bourgogne,pouilly-fuissé,2013,13.5,chardonnay,02M,false,750.0,korkur,flaska,white,,"{B,C,L,Y}",5899,false,false,false,2012-03-01,true,false
10436,Mont Marcal Brut Reserva,Haugen-Gruppen ehf.,spánn,,cava,,11.5,,04,false,750.0,korkur,flaska,bubbly,,"{A,B,P,Y}",1999,false,false,false,2015-10-01,true,false
10443,Montes Purple Angel,Globus hf,chile,valledecen,colchagua valley,2012,14.5,carmenere,01T,false,750.0,korkur,flaska,red,,"{E,F,H,S,Æ}",6998,false,false,false,2008-11-01,true,false
10446,Tyskie,Mekka Wines & Spirits hf,pólland,,,,5.5,,60LL,false,500.0,,dós,beer,,"{A,C,P}",399,false,false,false,2011-03-01,true,false
10459,La Baume la Jeunesse Syrah,Mekka Wines & Spirits hf,frakkland,languedoc-,pays d'oc,2014,14.5,syrah,01M,false,750.0,plasttappi,flaska,red,,"{2,E,F,J,Y}",2099,false,false,false,2015-07-01,true,false
1046,Mikkeller Wheat Is The New Hops Grass Roots IPA,Járn og gler hf,danmörk,,,,6.0,,62HV,false,330.0,crown,flaska,beer,,{},719,false,false,false,2015-02-01,true,false
10471,Uitkyk Carlonet Cabernet Sauvignon,Elgur ehf,suðurafríka,coastalreg,simonsberg stellenbosch,2008,14.0,cabernet sauvignon,01T,false,750.0,korkur,flaska,red,,"{E,F,J,T,Y}",3690,false,false,false,2013-01-01,true,false
10477,Black River Merlot,Haugen-Gruppen ehf.,argentína,patagonia,patagonia,2011,13.5,merlot,01M,false,750.0,korkur,flaska,red,,"{G,I,M,P,Y}",1999,false,false,false,2013-11-01,true,false
10482,Beronia Crianza,Bakkus ehf.,spánn,,rioja,2010,13.5,tempranillo,01M,false,375.0,skrúftappi,flaska,red,,"{D,F,G,P,Y}",1198,false,false,false,2007-12-01,true,false
10483,Beronia Crianza,Bakkus ehf.,spánn,,rioja,2010,13.5,carignan,01M,false,187.5,skrúftappi,flaska,red,,"{F,G,J,P,Y}",558,false,false,false,2012-10-01,true,false
1050,Houblon Chouffe,Elgur ehf,belgía,,,,9.0,,61ÖL,false,330.0,crown,flaska,beer,,{},959,false,false,false,2015-05-01,true,false
10511,M. Chapoutier Les Meysonniers Crozes Hermitage,Vínekran Bourgogne ehf,frakkland,rhone,crozes-hermitage,2012,13.0,syrah,01M,true,750.0,korkur,flaska,red,,"{E,F,T,Æ}",3299,false,false,false,2008-11-01,true,false
10596,Lech Premium,Mekka Wines & Spirits hf,pólland,,,,5.0,,60LL,false,500.0,crown,flaska,beer,,{},399,false,false,false,2014-06-01,true,false
10606,Egils Gull 25 l kút.,Ölgerðin Egill Skallagríms ehf,ísland,,,,4.5,,60LL,false,25000.0,,kútur,beer,,{},17629,false,false,false,2006-07-11,true,false
1061,De Kuyper Peachtree,Globus hf,holland,,,,20.0,,,false,700.0,skrúftappi,flaska,strong,liqueur,{},3899,false,false,false,2000-01-01,true,false
10610,Chimay Peres Trappistes blár miði,Elgur ehf,belgía,,,,9.0,,61ÖL,false,330.0,crown,flaska,beer,,{},859,false,false,false,2010-09-01,true,false
10619,Muriel Reserva,Vínfélagið ehf,spánn,,rioja,2008,13.5,,01M,false,750.0,korkur,flaska,red,,"{E,F,L,T,Y}",2699,false,false,false,2014-12-01,true,false
10621,Muriel Crianza,Vínfélagið ehf,spánn,,rioja,2010,13.0,,01M,false,750.0,korkur,flaska,red,,"{F,G,J,P,Y}",1999,false,false,false,2015-07-01,true,false
10633,Bacardi Breezer Lime,Mekka Wines & Spirits hf,þýskaland,,,,4.0,,,false,275.0,crown,flaska,cidersoda,soda,{},419,false,false,false,2003-04-01,true,false
10634,Bacardi Breezer Pineapple,Mekka Wines & Spirits hf,þýskaland,,,,4.0,,,false,275.0,crown,flaska,cidersoda,soda,{},419,false,false,false,2001-12-01,true,false
10635,Bacardi Breezer Orange,Mekka Wines & Spirits hf,þýskaland,,,,4.0,,,false,275.0,crown,flaska,cidersoda,soda,{},419,false,false,false,2014-10-01,true,false
10636,Bacardi Breezer Lemon,Mekka Wines & Spirits hf,þýskaland,,,,4.0,,,false,275.0,crown,flaska,cidersoda,soda,{},419,false,false,false,2003-01-01,true,false
10637,Bacardi Breezer Watermelon,Mekka Wines & Spirits hf,þýskaland,,,,4.0,,,false,275.0,crown,flaska,cidersoda,soda,{},419,false,false,false,2004-03-01,true,false
10642,Hollandia,Vín Tríó ehf,holland,,,,4.7,,60LL,false,330.0,,dós,beer,,{},246,false,false,false,2010-08-01,true,false
10648,La Trappe Tripel,Vín Tríó ehf,holland,,,,8.0,,61ÖL,false,330.0,crown,flaska,beer,,"{D,G,J}",571,false,false,false,2009-06-01,true,false
10649,La Trappe Dubbel,Vín Tríó ehf,holland,,,,7.0,,61ÖL,false,330.0,crown,flaska,beer,,"{R,S,V}",512,false,false,false,2009-06-01,true,false
10661,Bacardi Razz,Mekka Wines & Spirits hf,þýskaland,,,,32.0,,,false,700.0,skrúftappi,flaska,strong,snaps,{},5599,false,false,false,2006-12-01,true,false
1067,Amaretto Disaronno,Ölgerðin Egill Skallagríms ehf,ítalía,,,,28.0,,,false,500.0,skrúftappi,flaska,strong,liqueur,{},3650,false,false,false,2000-01-01,true,false
10671,Tommasi Poggio al Tufo Rompicollo,Mekka Wines & Spirits hf,ítalía,toskana,toscana,2012,13.0,sangiovese,01M,false,750.0,korkur,flaska,red,,"{G,J,M,P,Y}",2499,false,false,false,2007-01-01,true,false
10677,Trivento Cabernet Sauvignon Reserve,Globus hf,argentína,mendoza,mendoza,2013,14.0,cabernet sauvignon,01M,false,750.0,korkur,flaska,red,,"{F,G,J,P,Y}",1899,false,false,false,2007-08-01,true,false
10682,Reyka Vodka,Vífilfell hf.,ísland,,,,40.0,,,false,1000.0,korktappi,flaska,strong,vodka,{},8799,false,false,false,2007-09-01,true,false
10686,Delas Cotes du Rhone Saint Esprit rautt,Vínfélagið ehf,frakkland,rhone,cotes-du-rhone,2013,13.0,syrah,01M,false,750.0,korkur,flaska,red,,"{D,G,I,M,Y}",2495,false,false,false,2015-09-01,true,false
1069,Þurs Sterkur,Ölgerðin Egill Skallagríms ehf,ísland,,,,7.0,,60LL,false,500.0,,dós,beer,,{},474,false,false,false,1998-01-01,true,false
10694,Chateau Lalande Borie,Ber ehf,frakkland,bordeaux,saint-julien,2011,13.0,cabernet sauvignon,01M,false,750.0,korkur,flaska,red,,"{E,F,L,T,Y}",5407,false,false,false,2014-12-01,true,false
10701,Courriere Napoleon VSOP Brandy,Elgur ehf,frakkland,,,,36.0,,,false,500.0,skrúftappi,peli,strong,brandy,{},3989,false,false,false,2015-02-01,true,false
10706,Valduero Reserva,Ber ehf,spánn,castilla y,ribera del duero,2007,14.0,tempranillo,01T,false,750.0,korkur,flaska,red,,"{E,F,H,T,Æ}",4965,false,false,false,2012-06-01,true,false
10708,Achaval Ferrer Quimera,Ber ehf,argentína,mendoza,mendoza,2010,14.0,malbec,01T,false,750.0,korkur,flaska,red,,"{E,F,H,S,Æ}",5285,false,false,false,2015-08-01,true,false
10723,Barbieri Aperol Aperativo,Karl K. Karlsson ehf.,ítalía,,,,11.0,,,false,700.0,skrúftappi,flaska,strong,bitterspice,{},2999,false,false,false,2012-07-01,true,false
10769,Pionero Sonador Cabernet Sauvignon,Vífilfell hf.,chile,valledecen,valle del maipo,2013,14.0,cabernet sauvignon,01M,false,187.5,skrúftappi,flaska,red,,"{J,M,P,Y}",479,false,false,false,2010-12-01,true,false
10770,Pionero Sonador Chardonnay,Vífilfell hf.,chile,aconcagua,valle de casablanca,2013,13.0,chardonnay,02M,false,187.5,skrúftappi,flaska,white,,"{A,C,Y}",479,false,false,false,2010-03-01,true,false
10775,Morande Gran Reserva Syrah,Vífilfell hf.,chile,valledecen,maule valley,2010,14.0,syrah,01T,false,750.0,korkur,flaska,red,,"{2,E,J,T,Y}",2799,false,false,false,2013-11-01,true,false
10786,Kaldi,Bruggsmiðjan Kaldi ehf.,ísland,,,,5.0,,60LL,false,330.0,crown,flaska,beer,,"{C,D,M}",379,false,false,false,2006-12-01,true,false
10799,Gjafaaskja Mosaik 2ja fl.,Saltkaup ehf.,danmörk,,,,0.0,,,false,0.0,,stykki,wrapper,,{},463,false,false,false,2006-10-19,true,false
10800,Gjafaaskja Mosaik 3ja fl.,Saltkaup ehf.,danmörk,,,,0.0,,,false,0.0,,stykki,wrapper,,{},493,false,false,false,2006-10-19,true,false
10802,Camus VS Elegance,Globus hf,frakkland,cognac,cognac,,40.0,,,false,200.0,,flaska,strong,brandy,{},2499,false,false,false,2000-01-01,true,false
10804,Plantation Barbados Grande Reserve Rum,Rolf Johansen & Co ehf,barbadoseyjar,,,,40.0,,,false,700.0,korktappi,flaska,strong,rum,{},7045,false,false,false,2015-06-01,true,false
10809,Flöskupoki Book Club hvítur,Ásbjörn Ólafsson ehf,kína,,,,0.0,,,false,0.0,,stykki,wrapper,,{},440,false,false,false,2014-12-01,true,false
10812,Burðarpokar - jólaútlit,Oddi prentun og umbúðir ehf,kína,,,,0.0,,,false,0.0,,stykki,wrapper,,{},20,false,false,false,2006-11-01,true,false
10819,Chateau Guiraud,Ber ehf,frakkland,bordeaux,sauternes,2003,13.5,semillon,02TS,false,375.0,korkur,flaska,white,,"{2,L,N,Y}",4757,false,false,false,2014-12-01,true,false
10823,La Chablisienne Chablis Premier Cru Fourchaume,Globus hf,frakkland,bourgogne,chablis premier cru,2012,13.0,chardonnay,02M,false,750.0,korkur,flaska,white,,"{4,B,C,Y}",3699,false,false,false,2009-06-01,true,false
10838,Chateau Teyssier,Globus hf,frakkland,bordeaux,saint-emilion grand cru,2011,13.5,merlot,01M,false,750.0,korkur,flaska,red,,"{E,F,L,T,Æ}",4998,false,false,false,2010-02-01,true,false
10864,Villa Puccini Chianti Riserva,AMKA Ísland ehf.,ítalía,toskana,chianti,2011,12.5,sangiovese,01M,false,750.0,korkur,flaska,red,,"{E,F,G,M,Y}",1999,false,false,false,2007-08-01,true,false
10865,Villa Puccini Chianti Superiore,AMKA Ísland ehf.,ítalía,toskana,chianti,2012,12.5,sangiovese,01M,false,750.0,korkur,flaska,red,,"{D,G,L,P,Y}",1898,false,false,false,2007-08-01,true,false
10866,Saku Rock,Bakkus ehf.,eistland,,,,5.3,,60LL,false,500.0,,dós,beer,,{},327,false,false,false,2013-12-01,true,false
10873,Kanonkop Cabernet Sauvignon,Haugen-Gruppen ehf.,suðurafríka,,simonsberg stellenbosch,2002,14.0,cabernet sauvignon,,false,750.0,,flaska,red,,"{E,L,S,Y}",5039,false,true,false,2008-08-01,false,false
10878,Vina Maipo Vitral Reserva Cabernet Sauvignon,Globus hf,chile,valledecen,valle del maipo,2012,13.5,cabernet sauvignon,01M,false,750.0,skrúftappi,flaska,red,,"{F,G,J,Y}",1899,false,false,false,2015-03-01,true,false
10882,Vina Maipo Vitral Reserva Chardonnay,Globus hf,chile,aconcagua,valle de casablanca,2013,13.5,chardonnay,02L,false,750.0,korkur,flaska,white,,"{A,B,C,Y}",1899,false,false,false,2015-03-01,true,false
10885,Alamos Merlot,Bakkus ehf.,argentína,mendoza,mendoza,2013,13.0,merlot,01M,false,750.0,skrúftappi,flaska,red,,"{2,E,F,J,Y}",1999,false,false,false,2015-07-01,true,false
10887,Altano Duoro rautt,Bakkus ehf.,portúgal,,douro,2012,13.5,tinta barroca,01M,false,750.0,korkur,flaska,red,,"{1,G,J,P,Y}",1898,false,false,false,2014-09-01,true,false
109,Georges Duboeuf Beaujolais,Bakkus ehf.,frakkland,bourgogne,beaujolais,2013,12.0,gamay,01L,false,750.0,korkur,flaska,red,,"{2,C,D,J,Y}",1999,false,false,false,2009-06-01,true,false
10902,Gjafaaskja 300-166-083 m/gluggum,Prentsmiðjan Oddi ehf Lokað,ísland,,,,0.0,,,false,0.0,,stykki,wrapper,,{},250,false,false,false,2006-12-07,true,false
10904,Gjafaaskja 371-182-090 m/skúffu,Prentsmiðjan Oddi ehf Lokað,ísland,,,,0.0,,,false,0.0,,stykki,wrapper,,{},250,false,false,false,2006-12-07,true,false
10906,Arnaldo Caprai Grecante,Rolf Johansen & Co ehf,ítalía,umbria,colli martani,2013,13.0,grechetto,02M,false,750.0,korkur,flaska,white,,"{C,D,M,P,Y}",2850,false,false,false,2014-09-01,true,false
10909,Adobe Chardonnay Reserva,Haugen-Gruppen ehf.,chile,aconcagua,valle de casablanca,2015,13.5,chardonnay,02M,true,750.0,skrúftappi,flaska,white,,"{C,D,J,M,Y}",1999,false,false,false,2008-03-01,true,false
10910,Adobe Carmenere Reserva,Haugen-Gruppen ehf.,chile,valledecen,colchagua valley,2013,13.5,carmenere,01M,true,750.0,skrúftappi,flaska,red,,"{D,G,J,P,Y}",1999,false,false,false,2015-02-01,true,false
10911,Adobe Syrah Reserva,Haugen-Gruppen ehf.,chile,valledecen,rapel valley,2013,14.0,syrah,01T,true,750.0,skrúftappi,flaska,red,,"{E,F,H,T,Y}",1999,false,false,false,2008-05-01,true,false
10912,Adobe Merlot Reserva,Haugen-Gruppen ehf.,chile,valledecen,colchagua valley,2013,13.5,merlot,01M,true,750.0,skrúftappi,flaska,red,,"{3,G,J,P,Y}",1999,false,false,false,2013-10-01,true,false
10913,Adobe Cabernet Sauvignon Reserva,Haugen-Gruppen ehf.,chile,valledecen,valle central,2013,13.5,cabernet sauvignon,01M,true,750.0,skrúftappi,flaska,red,,"{E,F,J,Y}",1999,false,false,false,2008-08-01,true,false
10926,Samuel Adams Boston Ale,Mekka Wines & Spirits hf,bandaríkin,,,,5.0,,61ÖL,false,355.0,crown,flaska,beer,,"{C,M,R}",459,false,false,false,2009-06-01,true,false
10927,Anchor Steam Beer,Elgur ehf,bandaríkin,,,,4.8,,60DL,false,355.0,crown,flaska,beer,,{},648,false,false,false,2009-06-01,true,false
10945,Truchard Pinot Noir,Ber ehf,bandaríkin,northcoast,carneros,2012,14.1,pinot noir,01T,false,750.0,korkur,flaska,red,,"{C,D,J,T,Y}",4567,false,false,false,2015-08-01,true,false
10954,Stag's Leap Karia Chardonnay,Ber ehf,bandaríkin,northcoast,napa valley,2013,13.5,chardonnay,02T,false,750.0,korkur,flaska,white,,"{B,C,D,T,Y}",5840,false,false,false,2012-01-01,true,false
10956,Stag's Leap Artemis Cabernet Sauvignon,Ber ehf,bandaríkin,northcoast,napa valley,2011,13.5,cabernet sauvignon,01T,false,750.0,korkur,flaska,red,,"{E,F,H,S,Æ}",8765,false,false,false,2012-01-01,true,false
10957,Stag's Leap Fay Cabernet Sauvignon,Ber ehf,bandaríkin,northcoast,napa valley,2009,14.5,cabernet sauvignon,,false,750.0,korkur,flaska,red,,"{E,F,H,T,Æ}",16121,false,false,false,2010-12-01,true,false
10958,Stag's Leap Merlot,Ber ehf,bandaríkin,northcoast,napa valley,2009,13.0,merlot,01T,false,750.0,korkur,flaska,red,,"{E,F,H,S,Y}",6190,false,false,false,2012-01-01,true,false
10960,Oroya,Vín Tríó ehf,spánn,castilla l,castilla,2014,11.5,airen,02L,false,750.0,korkur,flaska,white,,"{4,C,I,P,Y}",1890,false,false,false,2011-03-01,true,false
10984,Banfi Le Rime Chardonnay & Pinot Grigio,Bakkus ehf.,ítalía,toskana,toscana,2013,13.0,chardonnay,02L,false,375.0,korkur,flaska,white,,"{B,C,M,P,Y}",1149,false,false,false,2013-06-01,true,false
11008,Thorntree Chardonnay,HOB-vín ehf,suðurafríka,,western cape,2013,13.0,chardonnay,02M,false,750.0,skrúftappi,flaska,white,,"{C,M,P,Y}",1729,false,false,false,2007-11-01,true,false
11030,Havana Club Anejo Especial,Globus hf,kúba,,,,40.0,,,false,700.0,skrúftappi,flaska,strong,rum,{},5998,false,false,false,2015-12-01,true,false
11039,Bel Alix Napoleon,Rolf Johansen & Co ehf,frakkland,,,,36.0,,,false,500.0,skrúftappi,flaska,strong,brandy,{},3798,false,false,false,2010-04-01,true,false
11056,Brundlmayer Gruner Veltliner Kamptaler Terrassen,Rolf Johansen & Co ehf,austurríki,niederoste,kamptal,2013,12.5,gruner veltliner,02L,false,750.0,skrúftappi,flaska,white,,"{4,A,B,C,Y}",3050,false,false,false,2012-05-01,true,false
11061,Absolut Raspberri,Globus hf,svíþjóð,,,,40.0,,,false,700.0,skrúftappi,flaska,strong,vodka,{},5599,false,false,false,2012-10-01,true,false
11063,Absolut Vanilia,Globus hf,svíþjóð,,,,40.0,,,false,700.0,skrúftappi,flaska,strong,vodka,{},5599,false,false,false,2013-05-01,true,false
11076,Mickey Finn Sour Blueberry,Haugen-Gruppen ehf.,írland,,,,15.0,,,false,500.0,skrúftappi,flaska,strong,liqueur,{},2799,false,false,false,2013-03-01,true,false
11078,Villa Sandi Prosecco il Fresco,Vínfélagið ehf,ítalía,veneto,prosecco,,11.0,glera,04,false,750.0,korkur,flaska,bubbly,,"{A,B,C,P,Y}",1995,false,false,false,2015-05-01,true,false
11086,Fuller's London Porter,Winehouse ehf,stórabretland,,,,5.4,,61SP,false,500.0,crown,flaska,beer,,{},690,false,false,false,2012-03-01,true,false
1109,Jagermeister,Ölgerðin Egill Skallagríms ehf,þýskaland,,,,35.0,,,false,700.0,skrúftappi,flaska,strong,bitterspice,{},5990,false,false,false,2000-01-01,true,false
1110,Jagermeister,Ölgerðin Egill Skallagríms ehf,þýskaland,,,,35.0,,,false,350.0,skrúftappi,flaska,strong,bitterspice,{},3190,false,false,false,2000-01-01,true,false
11102,VK Tropical Fruits,Avons ehf,stórabretland,,,,4.0,,,false,275.0,crown,flaska,cidersoda,soda,{},267,false,false,false,2016-02-01,true,false
11104,Meukow VSOP,Elgur ehf,frakkland,cognac,cognac,,40.0,,,false,200.0,skrúftappi,flaska,strong,brandy,{},2990,false,false,false,2015-07-01,true,false
1111,Underberg 3x20 ml,Elgur ehf,þýskaland,,,,44.0,,,false,60.0,skrúftappi,pakkning,strong,bitterspice,{},990,false,false,false,2010-06-01,true,false
1112,Gammel Dansk,Haugen-Gruppen ehf.,danmörk,,,,38.0,,,false,700.0,,flaska,strong,bitterspice,{},6199,false,false,false,2000-01-01,true,false
